Project Name,AI Agent,Check Category,Check ID,Check Description,Result,Comments
Test urban pole sub ,DSUB_GRND,"Validation of ""Substations"" columns - Superior Functional Location, FLOC Construction Type, FLOC Technical Object Type, Location",6,"Check that Superior Functional Location, FLOC Construction Type, FLOC Technical Object Type, Location, has been filled",Fail,"1 entries failed. Missing values found in the following headers: {'Substations - FLOC Construction Type': ['DSUB00097022 - nan'], 'Substations - FLOC Technical Object Type': ['DSUB00097022 - nan'], 'Substations - Location': ['DSUB00097022 - nan']}"
Test urban pole sub ,DSUB_GRND,"Validation of ""Substations"" column - Superior Function Location",7,For Pole Substations Superior Function needs to be the pole number ie POLEXXXXXXXX,Pass,0 entries failed. 
Test urban pole sub ,DD_DB,Design Compliance & Indemnity Sticker-Correct,20,Check if the correct DESIGN COMPLIANCE & INDEMNITY STICKER has been used compare this against EE's DESIGN COMPLIANCE & INDEMNITY SRTICKER.,Fail,
Test urban pole sub ,DD_DB,Design Compliance & Indemnity Sticker-Name,21,Check if L3 ASP Designers name is on the Check Design Compliance & Indemnity Sticker,Pass,
Test urban pole sub ,SLCP,Scan Spread Sheet ,1,"Scan Transformer tab to verify if data is present. If data is found, proceed with the relevant checks for that tab. If no data is found, indicate that there is no data in this tab and do not proceed with the associated tests.",Info,The data in the 'SLCP' tab does not exist.
Test urban pole sub ,STREETLIGHT,Scan Spread Sheet ,1,"Scan STREETLIGHT tab to verify if data is present. If data is found, proceed with the relevant checks for that tab. If no data is found, indicate that there is no data in this tab and do not proceed with the associated tests.",Info,The 'STREETLIGHT' tab contains data. Proceeding with related checks.
Test urban pole sub ,STREETLIGHT,"Validation of ""STREETLIGHT"" - Equipment Characteristics detail",2,"Check the EQ Reference Equipment Desc, EQ Technical Object Type, Streetlight Vertical Support, Streetlight Tariff Class,Streetlight Tariff Rate, has been filled as per the guidelines.",Pass,0 entries failed. 
Test urban pole sub ,STREETLIGHT,"Validation of Column ""STREETLIGHT"" - Switchgear Numbers",3,Check the Fuctional Location Numbers against the design drawing omitting all the letters and numbers before the first digit ie PILL00165863 would only be shown as 165863 in the design.,Pass,
Test urban pole sub ,STREETLIGHT,"Validation of ""STREETLIGHT"" columns - Superior Functional Location, FLOC Construction Type, FLOC Technical Object Type, Location",4,"Check that Superior Functional Location, FLOC Construction Type, FLOC Technical Object Type, Location, has been filled",Pass,0 entries failed. 
Test urban pole sub ,STREETLIGHT,"Validation of ""STREETLIGHT"" column - Superior Function Location",5,For Pole Substations Superior Function needs to be the pole number ie POLEXXXXXXXX,Pass,0 entries failed. 
Test urban pole sub ,STREETLIGHT,Validation of -Streetlight Characteristics detail,6,"Check the Billing Customer,Equipment Owner, Streetlight Luminaire, Streetlight Tariff Class,Streetlight Tariff Rate has been filled as per the guidelines.",Pass,0 entries failed. 
Test urban pole sub ,STREETLIGHT,"Validation of ""STREETLIGHT"" - Bracket/Outreach Characteristics",7,"Check the EQ Reference Equipment Desc, EQ Technical Object Type has been filled as per the guidelines.",Pass,0 entries failed. 
Test urban pole sub ,STREETLIGHT,"Validation of ""STREETLIGHT"" - Lantern Characteristics",8,"Check the EQ Reference Equipment Desc, EQ Technical Object Type has been filled as per the guidelines.",Pass,0 entries failed. 
Test urban pole sub ,DD_DB,NOTES on design drawing,15,Extract all the notes under the NOTES in the Design Drawing,Info,"```
1. THIS DRAWING IS TO BE READ IN CONJUNCTION WITH RELEVANT ENDEAVOUR ENERGY'S STANDARDS AND THE NETWORK CONNECTION
POLICY.
```"
